Card_Id,Total_Trips,Active_Days,Unique_Origins,Unique_Dests,Avg_TT,Peak_Trips,Weekend_Trips
00b41fdaab061eac,54,32,7,9,20.24691358024691,18,1
00b8e80b051aa370,64,33,3,4,14.526041666666666,40,4
00b9885246172371,64,33,5,4,26.9984375,59,0
00b9e9a62a6ae2bf,60,35,5,6,16.672777777777778,21,8
00bb2423cec56b3d,76,30,7,6,18.006798245614036,37,13
00bcaf25ff5c30f2,89,37,3,3,11.449812734082396,24,18
00be15dbfff5aae6,68,35,5,5,14.35514705882353,56,12
00bf802cc58755f8,53,31,8,9,15.3437106918239,11,8
00c05b1a8afc00ca,71,36,3,2,20.388028169014085,37,4
00c147e10e603f3b,74,37,4,4,22.17477477477477,62,6
00c3d5766402fbcd,66,34,3,5,10.597474747474749,25,15
00c4b1a3564572c0,64,33,4,6,16.591666666666665,51,4
00c65a8e8f98b020,60,28,10,10,25.689166666666665,13,8
00c904b217328f52,51,28,3,5,33.154901960784315,32,0
00c9ca6d70042334,68,37,2,2,11.509313725490196,54,10
00ca14c1292d1f65,75,42,4,4,18.055111111111117,27,15
00ca266ce1ee4e65,63,31,8,7,19.25740740740741,52,0
00ca699500669f10,92,39,9,9,13.733695652173912,78,11
00cc7d11c7ba81d8,65,35,3,3,17.3625641025641,32,11
00cce77b26ee8463,75,38,5,6,20.352888888888888,54,4
00d1e71ab5491b48,62,36,5,3,38.48467741935484,24,12
00d1f6e1e4d175ad,74,33,7,6,25.011711711711712,43,0
00d3866c31017b28,66,39,5,6,13.81439393939394,6,9
00d586b29a3cfdba,71,37,7,7,22.83098591549296,51,15
00d68c3204b09257,81,41,6,9,22.78292181069959,75,10
00da56a271a80dc7,62,24,11,9,22.75779569892473,33,5
00db4aed7b872163,51,27,8,8,19.605882352941176,29,12
00e01bd880d80440,64,33,3,2,44.03958333333333,61,1
00e252e6cb034478,79,38,5,6,31.58143459915612,69,15
00e39fde8e2deb77,61,30,3,3,23.668032786885245,50,0
00e3aa68f837ec49,62,39,7,6,14.954301075268816,47,9
00e60fc11b61ca8a,61,34,2,4,21.90464480874317,59,0
00e65be7dcd42e0a,69,32,8,8,23.17463768115942,15,12
00ee538f1a372781,89,35,5,6,11.463295880149811,27,19
00ef8981b94611d7,69,39,2,2,22.91304347826087,57,14
00efac73e2c9f7f5,56,30,6,6,28.92142857142857,27,11
00f04ca53517ffc2,68,34,3,4,32.49852941176471,62,0
00f2b8537c94f2e5,72,41,6,7,13.791666666666666,59,16
00f6356c8c529ccc,85,40,4,7,17.038627450980393,65,11
00fd159ed0547327,56,30,2,2,16.763392857142858,56,0
0100e51b2c36ae4d,59,31,2,3,32.628531073446325,57,0
01029dee3ff7e997,56,31,3,3,21.261011904761904,30,3
010934e01075c42b,61,33,4,5,10.70464480874317,42,5
0109f12d7f94deec,56,32,4,4,20.441369047619048,44,0
010a680b8f53a327,58,31,8,9,21.06522988505747,37,7
010ea1646699f391,53,27,7,9,22.167610062893083,41,6
0117e81711c04b09,53,28,2,2,30.595597484276727,52,2
011e1a589e4b48eb,58,27,7,6,20.28390804597701,28,10
011e917b756101d7,56,26,11,8,20.08690476190476,15,17
01206af6c86c64a5,54,30,2,3,34.14938271604938,52,0
0120b4863874320b,70,37,6,7,18.26,30,9
0128041a0002d062,52,27,7,6,21.736858974358974,32,4
01297d666fa71abc,69,35,3,3,12.633816425120774,37,9
0129ce1ba6af806b,74,36,6,7,12.961936936936938,69,4
012d3fe591513357,56,31,5,4,26.35833333333333,9,0
012d3ff2959d9053,72,39,3,3,16.274305555555557,67,13
012df1a318b41aba,50,38,8,7,15.200666666666669,18,6
0130b73ac656da17,61,33,4,4,14.097814207650272,59,7
0131383bfb44a301,67,34,8,6,19.875621890547265,3,2
013183002cf0ad8d,53,28,4,4,15.60503144654088,19,1
0135621156f25721,58,26,11,10,19.63304597701149,22,9
0135ea314d42f346,60,31,2,5,32.18361111111111,28,11
0136b4a8d3adf1d0,56,28,3,3,17.447321428571428,26,2
0138041a26087431,64,37,7,8,26.887239583333333,6,9
0139337ad7b70226,69,33,7,7,35.75507246376812,51,2
013def16e08154af,61,29,8,5,38.4327868852459,46,4
013f6f83b129ecef,54,27,5,4,19.08827160493827,32,2
01408f00f4c6270d,52,29,5,3,28.639102564102565,49,1
0142f0d4ac2b9a43,70,38,2,3,16.51,67,10
0145cf970bd2e69e,55,26,9,8,17.22090909090909,30,2
0146134853198627,54,29,4,5,28.11172839506173,18,3
01478b973f61c1b0,89,43,8,8,16.247003745318352,71,14
014a59fb97912e1c,61,37,5,4,21.57896174863388,21,8
014d5099dfa3d660,63,37,5,5,25.014550264550262,24,11
014df4693f25d315,63,33,4,5,16.076984126984126,56,14
014e0121a9d2c574,65,34,7,7,21.051794871794872,25,12
014f03bd6b5b3a47,77,40,4,4,12.3987012987013,60,14
0152abfb9dc0fdee,64,34,3,3,16.707552083333333,28,11
0152c6746df57877,57,36,6,7,25.16374269005848,26,12
015643b9f8e2437d,70,36,4,5,16.910238095238096,58,2
015bd47d67da9950,59,34,5,7,15.594067796610169,27,1
015f5dc0d3e8b267,54,24,9,8,20.23055555555556,26,10
015f7bde51feccb6,54,33,2,3,14.40462962962963,27,7
0160de45e8ba9521,68,35,4,7,30.884803921568626,48,2
0161a4b4b4216ac2,65,39,4,3,12.641794871794872,32,13
01649a9d95b13f93,65,33,3,5,33.98897435897436,40,0
01651591fcf511cd,86,39,8,9,15.079457364341083,22,14
01668433463aef10,52,28,6,6,15.778205128205128,29,6
01696ceb03d6eb7e,67,36,5,5,11.49626865671642,51,11
016ba82a44bad68b,57,29,2,2,15.970467836257312,3,0
016fa2cff14974b2,69,39,3,3,24.259903381642516,69,11
017000da1d7c4616,70,36,3,4,19.998809523809523,61,15
017316a6a364c065,70,34,6,6,13.479761904761906,61,15
0175b340739bd9ac,58,38,5,5,24.969827586206897,37,10
0176159e084799ac,76,41,6,7,27.899342105263155,69,11
01775eba6d3f104e,66,35,4,4,19.593434343434343,51,6
0178ce3c967c2661,55,38,2,2,19.49818181818182,27,8
0179543657c63449,59,34,4,3,13.777401129943502,44,8
017a91cc5da81517,71,36,3,3,23.39154929577465,41,3
017c541ae3622af1,60,35,4,5,15.592222222222222,43,3
017f6461ad0b20d0,62,38,3,5,16.231451612903225,49,4
017fa973a5c5bded,55,29,4,6,17.081515151515152,50,12
0184768cb5af475c,81,39,9,8,26.781481481481485,72,9
0186e8a7d8e12bdc,68,37,4,4,13.470098039215689,34,5
01899a3af57fb40f,77,42,5,4,14.951948051948053,47,14
018d661e6aaa90c4,51,25,5,4,18.72058823529412,23,4
0190ee37ee31ad69,54,29,3,4,18.502777777777776,47,1
01914b0994df3aa6,66,36,5,4,23.74671717171717,40,5
0196706331c08358,84,40,7,9,16.40575396825397,43,12
0197ad6121fa4be8,51,31,5,6,16.431699346405228,32,8
019b9103080326f4,74,43,4,4,22.096846846846848,43,15
01a3946360b8a967,55,32,4,5,34.64,50,5
01a4e9b01c1198d2,87,35,4,4,31.15095785440613,58,2
01a613f6d9225d57,94,41,10,8,22.65301418439716,63,11
01a7c549064b68b8,50,28,7,6,25.29133333333333,33,10
01a893578f5fba3c,51,24,6,5,33.33660130718955,22,0
01ab021dcdb73efb,74,35,6,6,28.91238738738739,57,4
01ac1936e43af4c5,56,28,3,4,15.752083333333331,38,0
01ad7c37eeda27cc,77,39,7,8,14.787012987012986,21,5
01af4275b1765ee6,94,36,5,5,12.322695035460992,62,8
01afe98b0f4eef51,58,30,2,2,16.351724137931033,57,7
01b120a81d7cf34e,66,34,2,4,26.87222222222222,63,3
01b1677e95047606,56,37,5,7,19.808035714285715,48,10
01b3476a58ed09e2,71,36,6,10,15.403051643192487,34,14
01b4363792f08295,51,26,2,3,21.27026143790849,11,10
01b5f8bdcbfa4a52,85,40,2,2,20.943137254901963,48,18
01b7b2f924150f3e,58,32,9,8,14.323563218390804,32,15
01bc40a6096f5e46,56,29,3,4,24.939285714285717,25,6
01bcd39a36d676fa,72,32,5,6,21.481944444444444,21,12
01bd282424d2ddb0,66,33,5,8,25.154545454545456,29,11
01be99fdd6d61fbf,53,37,2,2,21.21352201257861,27,11
01bfbc25ca14e229,62,31,5,6,13.324462365591398,55,0
01c127d1ea052847,53,28,3,4,32.04213836477987,46,0
01c2235f2bbc3bfa,60,32,4,4,25.65583333333333,27,11
01c411963d142e82,64,33,3,5,24.227083333333333,56,9
01c48dc7c3e121d6,72,35,4,6,19.000925925925927,61,14
01c9d4f12a1b6d7a,57,29,4,5,27.27309941520468,42,0
01ca1592909d216d,77,37,7,9,30.443506493506494,70,3
01cabda4ee16065c,74,35,10,12,25.76441441441441,16,5
01cea6e7960ec3be,50,29,2,3,10.120666666666668,49,9
01cfbfae18a42986,60,32,2,4,21.239166666666662,31,2
01d04d8a4dbc0253,50,31,5,5,10.111666666666666,18,7
01d1f373b9123fa4,81,32,10,7,15.98477366255144,49,5
01d29b0703c7deb6,55,36,6,6,12.716060606060609,4,8
01d698b3d555953b,59,31,3,2,15.953389830508474,57,10
01da0204545c03cd,77,39,3,4,28.54177489177489,1,14
01db34394550f722,59,30,5,5,15.860169491525424,35,4
01dc53e0208f705c,66,33,6,6,14.1760101010101,22,6
01e01bd682afb416,55,25,8,7,15.21939393939394,39,7
01e10914ddbf068d,69,33,9,10,27.63115942028985,52,2
01e23e55b3c3ebd6,51,22,9,8,28.445098039215686,14,3
01e4fbc9d0c411c5,59,31,4,8,22.803954802259888,52,2
01e6c8ea29d442a6,63,32,3,3,15.826190476190476,37,0
01e90f19c62a52f3,64,32,3,4,32.81666666666667,61,13
01ed7f7081c59f6e,67,36,9,9,25.02885572139304,30,10
01f1635bc27d8817,68,33,3,5,29.925980392156863,36,0
01f168958adc37cf,51,26,3,2,13.429411764705884,44,0
01f2db573f60d921,50,40,4,4,14.146333333333336,3,8
01f2dcb540e2858e,58,32,2,3,27.72614942528736,33,7
01f38b77c76205d0,79,40,5,4,28.18544303797469,70,13
01f3ba948ca54495,82,39,3,4,17.747154471544714,34,15
01f5f37a0f2db5d1,62,31,5,5,20.815860215053764,24,2
01facf7fdf23bc46,53,39,5,6,19.711635220125785,29,9
01fba40bcd1b540f,50,29,5,4,19.56,13,2
01fcc8b697404793,87,42,5,6,11.88735632183908,76,13
01fdf8cba1a500e8,55,29,4,4,11.81181818181818,52,2
01ffbe98e1b273ce,64,33,5,4,13.602864583333334,27,2
02005d313944a439,55,31,3,5,24.03575757575757,54,0
02014a9c5aabcf4f,65,35,5,4,12.8474358974359,56,3
02014dd60a7a6703,70,40,6,3,20.65023809523809,62,10
02047e13fe233825,53,27,9,8,19.042138364779877,24,5
0207bc5976abc21c,53,27,5,4,17.016666666666666,16,0
020889384466753a,55,29,7,7,21.205454545454543,27,8
0208fbc8e71f7e5a,54,35,5,5,22.9712962962963,35,2
0208fc084d9f59d0,52,29,2,3,11.170192307692307,36,12
020932d8ec16851b,50,25,3,3,26.382,25,0
02098e952081d832,83,35,6,7,22.755220883534136,62,13
020c7b2c8b6f70b8,64,26,10,10,18.069010416666668,30,12
020da286f57bb8c4,80,40,3,4,26.659583333333337,50,16
020f3801446063d5,60,35,3,3,8.070555555555556,3,11
020f5511c9f3ca00,72,38,5,4,28.64074074074074,34,13
02174dd44502579b,89,40,8,7,21.97808988764045,40,11
021805a08c2702b1,59,31,5,5,15.784463276836158,28,4
0218e6a38082aa86,74,35,4,5,21.3759009009009,57,2
021bc4cf2d7636a4,79,38,4,6,14.291983122362868,42,11
021dd97316c39e3e,77,39,4,4,13.807359307359308,72,12
021ff59a7871cf6e,60,36,3,3,38.93277777777778,60,12
0222ad1f28da7681,78,34,6,6,24.318162393162392,45,7
0228ee5b63ff3faa,63,32,11,12,18.933068783068784,27,12
022ddc545f57ab0b,80,39,5,5,14.044375,70,13
022fa5e85ff1bf05,53,32,8,7,17.854088050314466,20,7
0231148566188ea3,105,44,9,8,15.873968253968254,80,20
0231c18ba0ae35e8,77,38,5,7,32.20822510822511,48,14
0235fd5555fc3ff4,71,38,7,5,26.991784037558688,30,12
02383de95d892fd4,61,32,3,2,27.084699453551917,56,4
0238a37162df571e,54,35,7,8,16.003703703703703,40,11
0239d17c6740c45d,80,41,4,4,18.578958333333333,61,12
023ad50f8fdcca3a,65,32,3,3,13.212564102564102,46,0
023ba80a0603f041,54,30,11,8,20.250925925925927,21,11
023de1d2f1a3623b,78,36,5,8,31.422008547008545,69,1
0243b81bb757b4f0,62,31,3,4,21.0260752688172,49,0
024405b42730266c,51,27,2,2,23.11307189542484,36,9
024548a8a438b5d4,63,33,3,4,31.395238095238096,62,0
02458d5cfeccf9d4,61,31,3,3,17.9448087431694,30,8
0246c86754a8c411,73,40,8,8,23.41118721461187,31,11
02478ed6e01fd831,58,30,3,4,33.675862068965515,51,4
024a83749db21348,53,30,9,7,26.19685534591195,22,4
024f8f58f9a4baf6,82,32,9,10,23.276422764227643,41,7
0250684704ddb65d,58,34,5,3,21.94942528735632,10,9
025787830db10896,51,28,2,2,18.714052287581698,26,4
0259b278ce9875c6,66,31,7,8,27.1459595959596,51,3
025a432504998ce1,69,37,4,3,25.97173913043478,32,11
0263d18e95274a31,61,34,7,6,30.901639344262296,52,3
0267446900ea33e3,70,35,4,5,26.54809523809524,49,0
026829a493b6fe90,66,39,4,5,15.179545454545456,58,2
026b92824d8ae3ee,50,28,7,7,17.038,28,11
026cd349f890d566,59,29,4,4,22.56468926553672,53,0
026e5ebbfb7b38d8,69,41,4,5,29.85048309178744,9,11
026f4626c2f118d4,56,28,3,6,34.541964285714286,41,0
0270882987d17960,70,37,6,10,20.386666666666667,61,3
0270db916a73176d,58,32,3,3,20.80373563218391,30,0
027182f994771e2a,65,36,4,2,16.89333333333333,46,11
02747db971c229d7,53,29,7,6,16.911635220125785,21,3
027717b6891bc6a4,58,32,5,4,19.0132183908046,31,1
0277eaeb7722ca75,61,36,5,5,23.749726775956283,21,6
0278160de025451a,60,34,3,4,13.443055555555556,36,2
027819b55ff725aa,58,29,5,6,15.08793103448276,50,7
0279c933a8ef09db,68,36,5,7,31.06911764705882,11,11
027a07d732279f0f,66,35,5,4,11.936616161616165,20,14
027d89a24db81abc,50,26,4,4,24.56233333333333,18,6
027dd1d0a601a814,64,32,6,4,21.166666666666668,60,0
027f2b6878c99feb,105,43,10,9,22.92873015873016,52,16
028125508bc43333,63,33,4,8,19.39021164021164,19,3
02831b7044532df8,76,36,6,6,27.149122807017545,60,16
028b2154a5444ae1,50,24,7,9,24.984666666666666,10,2
028cd88aca885908,69,35,7,6,21.158454106280196,57,3
028d2e775f06e1db,73,37,7,7,23.037899543378995,62,4
028f1650af1593f9,78,39,5,6,25.51068376068376,64,9
028f181df68766ad,79,38,3,7,17.725527426160337,41,13
028f26a77ceb7cf1,67,37,5,5,18.65124378109453,42,10
028fc9d27a22554d,71,35,7,8,13.016666666666666,14,14
0290fb52db8c75ca,67,43,7,6,29.09278606965174,20,14
0295b230a5c84c43,82,41,5,5,17.157520325203254,24,14
02977b7ef5ee08e1,70,36,2,5,34.173809523809524,61,1
0297b8e59d690ab6,95,36,11,10,18.27438596491228,29,17
029bba1055863fe8,56,31,2,3,28.40416666666667,9,2
029ca81c61f25c18,54,27,4,3,26.30185185185185,24,2
029d3e01dace9356,70,37,7,5,14.307142857142855,52,10
029ea668087361e6,76,39,3,4,26.38706140350877,72,15
02a208432962a2e1,60,28,6,5,17.008888888888887,40,0
02a2a4fdc48db02d,56,31,2,2,20.136904761904763,31,0
02a338bd1de02bac,54,30,7,4,29.69783950617284,43,0
02a4c62e12b8942f,57,31,3,3,17.582456140350878,29,9
02a7ee7ec8e30a27,50,27,9,10,20.048,18,6
02a87f2e73a0cbdd,72,37,6,4,31.42175925925926,58,10
02a9630261ccb6d0,92,42,13,7,15.446920289855072,57,10
02aed19d9e5fddae,72,36,5,5,37.430092592592594,47,3
02af986177904bdd,82,38,9,8,16.191056910569106,65,12
02b156f38f28e86a,74,35,8,8,14.537837837837838,43,2
02b7324faf1edccf,120,39,10,10,21.386805555555554,55,16
02ba15bab151c473,68,32,7,6,22.045588235294115,61,0
02bd5f7d53619570,51,25,5,4,37.1062091503268,43,2
02bfb1f94e93f2f3,77,37,8,8,16.502380952380953,69,15
02c1576e23a97438,67,35,6,8,18.667910447761194,40,14
02c62ba96ac7c70c,63,29,6,6,18.95634920634921,36,2
02ca17b379968459,93,30,12,12,17.357526881720432,36,1
02cdaedb311321c8,50,27,7,8,24.33933333333333,45,1
02d009ca8739795e,58,29,5,7,19.12471264367816,26,2
02d0df5523a9bfd4,81,41,5,9,19.53909465020576,13,14
02d1438591750280,61,31,3,4,22.45737704918033,61,0
02d4445c9ea98327,60,34,2,4,39.34666666666667,48,0
02d72b451ee9ca72,62,31,9,8,18.552150537634407,29,8
02d7c8422fa11382,56,37,5,5,15.064880952380951,21,11
02d8bc92593ea007,59,31,2,2,15.12372881355932,48,1
02dbc28e75f1561c,58,32,2,4,26.67413793103448,54,8
02dcaf114248a2a0,67,29,9,7,26.917412935323384,32,5
02dce689ec3a0492,67,35,6,8,29.50572139303483,56,6
02df23d3263063ae,70,34,6,7,21.964523809523808,57,2
02e0afafc211270f,55,25,6,7,22.81030303030303,6,10
02e1348b7d29bd0c,79,34,8,10,21.4162447257384,13,13
02e21ca06fed8f01,71,35,4,7,23.52300469483568,38,14
02e39c68ab899663,87,39,5,6,15.97969348659004,53,8
02e5bc880c28d375,61,33,3,4,11.719398907103823,51,4
02e7c553cb40fd4b,56,29,4,4,11.78422619047619,27,16
02e8dc3a4d22c510,50,25,2,2,18.055666666666667,24,0
02ed2f88b7e47a29,79,44,8,10,28.587763713080168,39,15
02ee59c943059b0a,64,37,5,5,41.12942708333333,59,3
02f0886f594decbf,51,28,5,5,15.875816993464053,27,16
02f1d95ea8cabda7,81,41,6,7,17.8940329218107,74,11
02f7a18396f88bc9,54,27,6,6,26.38827160493827,35,5
02f7a43e4a9f6324,75,38,3,3,10.962,74,12
02faa12b795a769e,70,37,2,2,13.925714285714283,64,3
02fd2a331989b7ea,64,32,3,6,21.18671875,62,0
02fdad7ac6879a7b,78,38,6,5,23.1982905982906,42,14
02ffa3516dcdc343,81,38,3,3,24.36111111111111,60,13
030190643646ae49,62,33,5,5,25.51989247311828,59,3
0303bb1d174f535e,56,35,2,4,10.578869047619047,51,13
03059a7ccc33bef9,83,42,5,6,28.84417670682731,67,14
0308fd51530aaa2b,62,30,6,5,15.486290322580643,47,1
030b4de1dab9ade6,75,32,11,9,23.889111111111117,18,16
0311cf5f87077380,67,35,6,7,19.06542288557214,6,12
0312512ded74fd8e,50,27,3,3,13.564333333333334,23,1
0315267904ac8af3,71,33,5,6,32.21619718309859,64,17
031715413af2fc5e,54,20,9,8,22.85555555555556,17,7
031842eb8907cfaa,51,26,4,4,17.379411764705882,48,2
03194f8e9224b58a,65,38,3,4,38.54512820512821,29,12
031a0c00cf675c80,56,32,4,3,31.18809523809524,45,1
031bd499ba508ea7,67,37,5,6,16.56641791044776,59,2
031e8c05563fe972,71,33,6,5,20.133333333333333,55,0
03223e77c2f38b71,72,37,2,2,15.082407407407407,36,14
032696d7ce58d278,63,33,2,2,10.001851851851852,49,2
0326ab97fb2f8006,51,33,2,5,25.5624183006536,49,1
0327adfd1e7644b5,51,31,3,3,17.712418300653596,34,2
03285be889282c3e,52,32,4,4,14.532371794871796,21,6
032b6b46dc1c5002,53,27,7,9,20.7877358490566,5,2
032bb4e017fcbefe,73,39,8,9,23.978995433789954,33,10
032c9a87c89cd1a4,50,29,3,4,23.84433333333333,25,12
032dc1d8c0f1bf5e,62,32,3,2,31.16344086021505,58,0
032f2da7624fc990,80,39,6,9,25.648333333333333,54,10
0330bcdd0478f3ad,63,31,7,9,21.247619047619047,46,8
03312d38f7cc71eb,67,34,4,6,13.24452736318408,34,12
03314f9a4f105fd6,64,32,3,4,14.115885416666666,21,0
0332393f039dbf87,79,33,6,6,18.310759493670886,56,19
03326cc96e2a2c88,71,35,4,4,28.539671361502347,23,10
033277e676a0a190,78,39,8,7,17.642307692307693,25,8
03336bcd3a2cf50f,56,30,4,5,21.150892857142857,26,7
033465a25d37980a,85,43,4,4,29.14098039215686,40,19
033870215ed935f1,56,31,6,5,24.16190476190476,46,4
03394826020e2172,59,33,6,7,13.855649717514124,27,6
033f6416ba5c77c0,62,34,3,3,13.89489247311828,53,2
03420d0fdb8b0f7e,50,38,6,7,23.74533333333333,40,9
0342fa30b19ce296,56,30,6,7,12.585416666666664,21,6
03454bf062050a6a,56,30,2,2,42.21339285714286,20,10
0346adafe3eb2071,82,25,5,5,14.002235772357723,8,7
0347bb58de8b00e6,67,37,6,5,9.441044776119403,44,3
0348a0a943b75d63,76,39,6,3,31.47872807017544,59,15
034a857c6b19e0ae,54,25,10,8,29.715740740740745,39,2
034d594fdf8d918f,63,33,3,3,22.66904761904762,59,1
034f434e4ac6335e,74,32,11,12,25.00518018018018,21,8
03501a2f2a2a29aa,84,41,9,10,27.49623015873016,30,9
03501dc7a66ea1ca,70,38,5,5,16.62666666666667,4,9
0350ac1781f4ae30,52,25,8,7,28.337179487179487,47,2
03539c6bc5cbb46f,124,41,7,9,15.221102150537636,28,17
03542b7dea578acb,66,37,4,3,16.246464646464645,55,4
035458cc489641a5,77,35,6,7,14.708658008658007,13,17
0358a3889e9ef495,62,34,7,7,20.68575268817204,55,0
035e2271485d0268,73,38,5,4,16.181506849315067,34,18
035fa9c5c9814997,51,26,6,4,22.66699346405229,19,5
035ff3e0f44191d2,51,28,4,6,24.28267973856209,25,12
0361c45f7679210b,52,28,3,3,18.841346153846157,25,0
036431a64fd47844,59,32,3,4,16.103107344632768,13,9
0365fadb48fdb9a2,64,32,6,4,22.9046875,48,0
03664d070b33cd6e,67,34,3,4,18.289303482587066,60,10
036880cd247f7b66,50,25,6,4,26.385666666666665,24,12
036adc77c107f723,65,35,4,4,16.33051282051282,57,13
036c507031d9414e,108,36,8,8,19.64104938271605,54,2
036cc421e84bbd59,72,40,3,4,11.948842592592593,37,12
036d0ccfae38dd28,58,31,4,7,32.30948275862069,54,10
036dc4068d5fb1fd,53,38,3,4,40.866037735849055,37,8
036efda532b31f1f,71,38,3,4,22.800469483568072,32,9
0370e587110755b3,58,28,5,7,22.91465517241379,48,2
